,team_name,league,country,player_name,player_url,player_pos,player_age,nationality,in_squad,appearances,goals,minutes_played
1373,Real Sociedad,LaLiga,Spain,Alberto Dadie,https://www.transfermarkt.com/alberto-dadie/profil/spieler/711377,Right Winger,21,Spain,3,2,0,112
1374,Atlético de Madrid,LaLiga,Spain,Jan Oblak,https://www.transfermarkt.com/jan-oblak/profil/spieler/121483,Goalkeeper,30,Slovenia,24,24,0,2160
1375,Atlético de Madrid,LaLiga,Spain,Ivo Grbic,https://www.transfermarkt.com/ivo-grbic/profil/spieler/226073,Goalkeeper,27,Croatia,22,0,0,0
1376,Atlético de Madrid,LaLiga,Spain,Antonio Gomis,https://www.transfermarkt.com/antonio-gomis/profil/spieler/930415,Goalkeeper,20,Spain,22,0,0,0
1377,Atlético de Madrid,LaLiga,Spain,Sergio Mestre,https://www.transfermarkt.com/sergio-mestre/profil/spieler/973314,Goalkeeper,18,Spain,1,0,0,0
1378,Atlético de Madrid,LaLiga,Spain,Nahuel Molina,https://www.transfermarkt.com/nahuel-molina/profil/spieler/424042,Right-Back,25,Argentina,23,21,2,1380
1379,Atlético de Madrid,LaLiga,Spain,José María Giménez,https://www.transfermarkt.com/jose-maria-gimenez/profil/spieler/250845,Centre-Back,28,Uruguay,16,16,0,816
1380,Atlético de Madrid,LaLiga,Spain,Mario Hermoso,https://www.transfermarkt.com/mario-hermoso/profil/spieler/281769,Centre-Back,28,Spain,23,22,1,1942
1381,Atlético de Madrid,LaLiga,Spain,Reinildo Mandava,https://www.transfermarkt.com/reinildo-mandava/profil/spieler/240692,Left-Back,29,Mozambique,8,1,0,17
1382,Atlético de Madrid,LaLiga,Spain,Çaglar Söyüncü,https://www.transfermarkt.com/caglar-soyuncu/profil/spieler/320141,Centre-Back,27,Turkey,17,8,0,167
1383,Atlético de Madrid,LaLiga,Spain,Javi Galán,https://www.transfermarkt.com/javi-galan/profil/spieler/448628,Left-Back,29,Spain,24,7,0,157
1384,Atlético de Madrid,LaLiga,Spain,Stefan Savic,https://www.transfermarkt.com/stefan-savic/profil/spieler/107010,Centre-Back,32,Montenegro,19,13,0,972
1385,Atlético de Madrid,LaLiga,Spain,Axel Witsel,https://www.transfermarkt.com/axel-witsel/profil/spieler/35047,Centre-Back,34,Belgium,23,23,1,1957
1386,Atlético de Madrid,LaLiga,Spain,César Azpilicueta,https://www.transfermarkt.com/cesar-azpilicueta/profil/spieler/57500,Right-Back,34,Spain,24,18,0,1078
1387,Atlético de Madrid,LaLiga,Spain,Javier Boñar,https://www.transfermarkt.com/javier-bonar/profil/spieler/741253,Right-Back,18,Spain,1,0,0,0
1388,Atlético de Madrid,LaLiga,Spain,Marco Moreno,https://www.transfermarkt.com/marco-moreno/profil/spieler/534376,Centre-Back,22,Spain,1,0,0,0
1389,Atlético de Madrid,LaLiga,Spain,Ilias Kostis,https://www.transfermarkt.com/ilias-kostis/profil/spieler/614988,Centre-Back,20,Greece,9,1,0,0
1390,Atlético de Madrid,LaLiga,Spain,Rodrigo de Paul,https://www.transfermarkt.com/rodrigo-de-paul/profil/spieler/255901,Central Midfield,29,Argentina,19,19,0,1216
1391,Atlético de Madrid,LaLiga,Spain,Marcos Llorente,https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,Central Midfield,28,Spain,24,23,3,1463
1392,Atlético de Madrid,LaLiga,Spain,Pablo Barrios,https://www.transfermarkt.com/pablo-barrios/profil/spieler/775605,Central Midfield,20,Spain,13,12,1,685
1393,Atlético de Madrid,LaLiga,Spain,Koke,https://www.transfermarkt.com/koke/profil/spieler/74229,Central Midfield,31,Spain,20,20,0,1469
1394,Atlético de Madrid,LaLiga,Spain,Saúl Ñíguez,https://www.transfermarkt.com/saul-niguez/profil/spieler/148928,Central Midfield,29,Spain,24,24,1,1162
1395,Atlético de Madrid,LaLiga,Spain,Thomas Lemar,https://www.transfermarkt.com/thomas-lemar/profil/spieler/205562,Attacking Midfield,28,France,3,3,0,167
1396,Atlético de Madrid,LaLiga,Spain,Aitor Gismera,https://www.transfermarkt.com/aitor-gismera/profil/spieler/646735,Central Midfield,19,Spain,5,0,0,0
1397,Atlético de Madrid,LaLiga,Spain,Sergio Guerrero,https://www.transfermarkt.com/sergio-guerrero/profil/spieler/606570,Central Midfield,24,Spain,2,0,0,0
1398,Atlético de Madrid,LaLiga,Spain,Antonio Alemán,https://www.transfermarkt.com/antonio-aleman/profil/spieler/709347,Attacking Midfield,22,Spain,2,0,0,0
1399,Atlético de Madrid,LaLiga,Spain,João Félix,https://www.transfermarkt.com/joao-felix/profil/spieler/462250,Left Winger,24,Portugal,2,0,0,0
1400,Atlético de Madrid,LaLiga,Spain,Antoine Griezmann,https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781,Centre-Forward,32,France,24,24,16,1931
1401,Atlético de Madrid,LaLiga,Spain,Samuel Lino,https://www.transfermarkt.com/samuel-lino/profil/spieler/694928,Left Winger,24,Brazil,21,18,4,1109
1402,Atlético de Madrid,LaLiga,Spain,Rodrigo Riquelme,https://www.transfermarkt.com/rodrigo-riquelme/profil/spieler/461617,Left Winger,23,Spain,24,19,2,889
1403,Atlético de Madrid,LaLiga,Spain,Ángel Correa,https://www.transfermarkt.com/angel-correa/profil/spieler/266807,Right Winger,28,Argentina,21,20,4,735
1404,Atlético de Madrid,LaLiga,Spain,Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,Centre-Forward,31,Spain,23,23,14,1627
1405,Atlético de Madrid,LaLiga,Spain,Yannick Carrasco,https://www.transfermarkt.com/yannick-carrasco/profil/spieler/140776,Left Winger,30,Belgium,3,3,0,223
1406,Atlético de Madrid,LaLiga,Spain,Memphis Depay,https://www.transfermarkt.com/memphis-depay/profil/spieler/167850,Centre-Forward,29,Netherlands,12,11,2,332
1407,Atlético de Madrid,LaLiga,Spain,Salim El Jebari,https://www.transfermarkt.com/salim-el-jebari/profil/spieler/935457,Left Winger,19,Morocco,4,0,0,0
1408,Atlético de Madrid,LaLiga,Spain,Vitolo,https://www.transfermarkt.com/vitolo/profil/spieler/67082,Left Winger,34,Spain,0,0,0,0
1409,Atlético de Madrid,LaLiga,Spain,Álex Calatrava,https://www.transfermarkt.com/alex-calatrava/profil/spieler/633111,Right Winger,23,Spain,1,0,0,0
1410,Atlético de Madrid,LaLiga,Spain,Adrián Niño,https://www.transfermarkt.com/adrian-nino/profil/spieler/926849,Centre-Forward,19,Spain,2,0,0,0
1411,Atlético de Madrid,LaLiga,Spain,Rayane Belaid,https://www.transfermarkt.com/rayane-belaid/profil/spieler/945500,Right Winger,18,Spain,1,0,0,0
1412,Athletic Bilbao,LaLiga,Spain,Unai Simón,https://www.transfermarkt.com/unai-simon/profil/spieler/262396,Goalkeeper,26,Spain,20,18,0,1620
1413,Athletic Bilbao,LaLiga,Spain,Julen Agirrezabala,https://www.transfermarkt.com/julen-agirrezabala/profil/spieler/625014,Goalkeeper,23,Spain,20,2,0,180
1414,Athletic Bilbao,LaLiga,Spain,Álex Padilla,https://www.transfermarkt.com/alex-padilla/profil/spieler/834483,Goalkeeper,20,Spain,1,0,0,0
1415,Athletic Bilbao,LaLiga,Spain,Dani Vivian,https://www.transfermarkt.com/dani-vivian/profil/spieler/524000,Centre-Back,24,Spain,20,19,0,1617
1416,Athletic Bilbao,LaLiga,Spain,Aitor Paredes,https://www.transfermarkt.com/aitor-paredes/profil/spieler/591916,Centre-Back,23,Spain,19,18,0,1426
1417,Athletic Bilbao,LaLiga,Spain,Yeray Álvarez,https://www.transfermarkt.com/yeray-alvarez/profil/spieler/255488,Centre-Back,28,Spain,5,5,0,183
1418,Athletic Bilbao,LaLiga,Spain,Iñigo Lekue,https://www.transfermarkt.com/inigo-lekue/profil/spieler/255501,Right-Back,30,Spain,19,14,0,1069
1419,Athletic Bilbao,LaLiga,Spain,Yuri Berchiche,https://www.transfermarkt.com/yuri-berchiche/profil/spieler/61812,Left-Back,33,Spain,13,13,1,891
1420,Athletic Bilbao,LaLiga,Spain,Óscar de Marcos,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,Right-Back,34,Spain,16,14,1,1165
1421,Athletic Bilbao,LaLiga,Spain,Imanol García de Albéniz,https://www.transfermarkt.com/imanol-garcia-de-albeniz/profil/spieler/626954,Left-Back,23,Spain,20,5,0,349
1422,Athletic Bilbao,LaLiga,Spain,Hugo Rincón,https://www.transfermarkt.com/hugo-rincon/profil/spieler/834487,Right-Back,20,Spain,5,0,0,0
1423,Athletic Bilbao,LaLiga,Spain,Unai Egiluz,https://www.transfermarkt.com/unai-egiluz/profil/spieler/834485,Centre-Back,21,Spain,5,1,0,72
1424,Athletic Bilbao,LaLiga,Spain,Oihan Sancet,https://www.transfermarkt.com/oihan-sancet/profil/spieler/571020,Attacking Midfield,23,Spain,18,18,3,1219
1425,Athletic Bilbao,LaLiga,Spain,Iker Muniain,https://www.transfermarkt.com/iker-muniain/profil/spieler/54235,Attacking Midfield,31,Spain,19,13,0,485
1426,Athletic Bilbao,LaLiga,Spain,Mikel Vesga,https://www.transfermarkt.com/mikel-vesga/profil/spieler/300168,Defensive Midfield,30,Spain,15,14,2,956
1427,Athletic Bilbao,LaLiga,Spain,Iñigo Ruiz de Galarreta,https://www.transfermarkt.com/inigo-ruiz-de-galarreta/profil/spieler/126751,Central Midfield,30,Spain,15,15,1,1132
1428,Athletic Bilbao,LaLiga,Spain,Beñat Prados,https://www.transfermarkt.com/benat-prados/profil/spieler/625047,Central Midfield,22,Spain,20,13,0,565
1429,Athletic Bilbao,LaLiga,Spain,Ander Herrera,https://www.transfermarkt.com/ander-herrera/profil/spieler/99343,Central Midfield,34,Spain,14,11,0,544
1430,Athletic Bilbao,LaLiga,Spain,Dani García,https://www.transfermarkt.com/dani-garcia/profil/spieler/178425,Central Midfield,33,Spain,12,11,1,421
1431,Athletic Bilbao,LaLiga,Spain,Unai Gómez,https://www.transfermarkt.com/unai-gomez/profil/spieler/834752,Attacking Midfield,20,Spain,19,12,2,278
1432,Athletic Bilbao,LaLiga,Spain,Peru Nolaskoain,https://www.transfermarkt.com/peru-nolaskoain/profil/spieler/447052,Defensive Midfield,25,Spain,12,4,0,188
1433,Athletic Bilbao,LaLiga,Spain,Mikel Jauregizar,https://www.transfermarkt.com/mikel-jauregizar/profil/spieler/938729,Central Midfield,20,Spain,4,3,0,36
1434,Athletic Bilbao,LaLiga,Spain,Nico Williams,https://www.transfermarkt.com/nico-williams/profil/spieler/709187,Left Winger,21,Spain,16,16,4,1181
1435,Athletic Bilbao,LaLiga,Spain,Iñaki Williams,https://www.transfermarkt.com/inaki-williams/profil/spieler/255508,Right Winger,29,Ghana,20,19,8,1586
1436,Athletic Bilbao,LaLiga,Spain,Álex Berenguer,https://www.transfermarkt.com/alex-berenguer/profil/spieler/338425,Left Winger,28,Spain,20,19,2,637
1437,Athletic Bilbao,LaLiga,Spain,Gorka Guruzeta,https://www.transfermarkt.com/gorka-guruzeta/profil/spieler/340205,Centre-Forward,27,Spain,20,18,8,1249
1438,Athletic Bilbao,LaLiga,Spain,Asier Villalibre,https://www.transfermarkt.com/asier-villalibre/profil/spieler/251897,Centre-Forward,26,Spain,20,10,3,261
1439,Athletic Bilbao,LaLiga,Spain,Raúl García,https://www.transfermarkt.com/raul-garcia/profil/spieler/34601,Centre-Forward,37,Spain,19,9,0,241
1440,Athletic Bilbao,LaLiga,Spain,Adu Ares,https://www.transfermarkt.com/adu-ares/profil/spieler/895480,Left Winger,22,Spain,19,4,2,168
1441,Athletic Bilbao,LaLiga,Spain,Javier Martón,https://www.transfermarkt.com/javier-marton/profil/spieler/711394,Centre-Forward,24,Spain,3,0,0,0
1442,Athletic Bilbao,LaLiga,Spain,Aingeru Olabarrieta,https://www.transfermarkt.com/aingeru-olabarrieta/profil/spieler/1056971,Left Winger,18,Spain,1,0,0,0
1443,Girona FC,LaLiga,Spain,Paulo Gazzaniga,https://www.transfermarkt.com/paulo-gazzaniga/profil/spieler/195488,Goalkeeper,31,Argentina,19,18,0,1620
1444,Girona FC,LaLiga,Spain,Juan Carlos,https://www.transfermarkt.com/juan-carlos/profil/spieler/120705,Goalkeeper,35,Spain,13,0,0,0
1445,Girona FC,LaLiga,Spain,Toni Fuidias,https://www.transfermarkt.com/toni-fuidias/profil/spieler/623526,Goalkeeper,22,Spain,20,2,0,180
1446,Girona FC,LaLiga,Spain,Miguel Gutiérrez,https://www.transfermarkt.com/miguel-gutierrez/profil/spieler/525299,Left-Back,22,Spain,20,19,1,1603
1447,Girona FC,LaLiga,Spain,Arnau Martínez,https://www.transfermarkt.com/arnau-martinez/profil/spieler/826224,Right-Back,20,Spain,19,13,0,865
1448,Girona FC,LaLiga,Spain,Eric García,https://www.transfermarkt.com/eric-garcia/profil/spieler/466794,Centre-Back,22,Spain,14,13,1,1133
1449,Girona FC,LaLiga,Spain,Yan Couto,https://www.transfermarkt.com/yan-couto/profil/spieler/627228,Right-Back,21,Brazil,20,19,1,1068
1450,Girona FC,LaLiga,Spain,Santiago Bueno,https://www.transfermarkt.com/santiago-bueno/profil/spieler/438001,Centre-Back,25,Uruguay,1,0,0,0
1451,Girona FC,LaLiga,Spain,David López,https://www.transfermarkt.com/david-lopez/profil/spieler/129444,Centre-Back,34,Spain,16,15,2,1193
1452,Girona FC,LaLiga,Spain,Daley Blind,https://www.transfermarkt.com/daley-blind/profil/spieler/12282,Centre-Back,33,Netherlands,18,18,0,1532
1453,Girona FC,LaLiga,Spain,Bernardo Espinosa,https://www.transfermarkt.com/bernardo-espinosa/profil/spieler/64598,Centre-Back,34,Colombia,15,4,0,180
1454,Girona FC,LaLiga,Spain,Juanpe,https://www.transfermarkt.com/juanpe/profil/spieler/115333,Centre-Back,32,Spain,20,9,0,363
1455,Girona FC,LaLiga,Spain,Eric Monjonell,https://www.transfermarkt.com/eric-monjonell/profil/spieler/787154,Centre-Back,22,Spain,1,0,0,0
1456,Girona FC,LaLiga,Spain,Antal Yaakobishvili,https://www.transfermarkt.com/antal-yaakobishvili/profil/spieler/923915,Centre-Back,19,Hungary,1,0,0,0
1457,Girona FC,LaLiga,Spain,Aleix García,https://www.transfermarkt.com/aleix-garcia/profil/spieler/261504,Central Midfield,26,Spain,18,18,3,1620
1458,Girona FC,LaLiga,Spain,Yangel Herrera,https://www.transfermarkt.com/yangel-herrera/profil/spieler/378293,Central Midfield,25,Venezuela,15,15,4,1099
1459,Girona FC,LaLiga,Spain,Iván Martín,https://www.transfermarkt.com/ivan-martin/profil/spieler/341278,Attacking Midfield,24,Spain,19,18,3,1314
1460,Girona FC,LaLiga,Spain,Jhon Solís,https://www.transfermarkt.com/jhon-solis/profil/spieler/742521,Central Midfield,19,Colombia,16,7,0,206
1461,Girona FC,LaLiga,Spain,Pablo Torre,https://www.transfermarkt.com/pablo-torre/profil/spieler/720038,Central Midfield,20,Spain,18,13,1,381
1462,Girona FC,LaLiga,Spain,Borja García,https://www.transfermarkt.com/borja-garcia/profil/spieler/67808,Attacking Midfield,33,Spain,1,0,0,0
1463,Girona FC,LaLiga,Spain,Ibrahima Kébé,https://www.transfermarkt.com/ibrahima-kebe/profil/spieler/785967,Defensive Midfield,23,Mali,17,4,0,107
1464,Girona FC,LaLiga,Spain,Enric García,https://www.transfermarkt.com/enric-garcia/profil/spieler/1000626,Central Midfield,17,Spain,1,1,0,5
1465,Girona FC,LaLiga,Spain,Silvi Clua,https://www.transfermarkt.com/silvi-clua/profil/spieler/1061660,Central Midfield,18,Spain,5,2,0,5
1466,Girona FC,LaLiga,Spain,Sávio,https://www.transfermarkt.com/savio/profil/spieler/743591,Left Winger,19,Brazil,20,20,5,1540
1467,Girona FC,LaLiga,Spain,Artem Dovbyk,https://www.transfermarkt.com/artem-dovbyk/profil/spieler/343537,Centre-Forward,26,Ukraine,18,18,11,1059
1468,Girona FC,LaLiga,Spain,Viktor Tsygankov,https://www.transfermarkt.com/viktor-tsygankov/profil/spieler/264372,Right Winger,26,Ukraine,16,16,3,1044
1469,Girona FC,LaLiga,Spain,Portu,https://www.transfermarkt.com/portu/profil/spieler/99353,Right Winger,31,Spain,17,16,3,466
1470,Girona FC,LaLiga,Spain,Valery Fernández,https://www.transfermarkt.com/valery-fernandez/profil/spieler/331496,Right Winger,24,Spain,19,16,3,412
1471,Girona FC,LaLiga,Spain,Manu Vallejo,https://www.transfermarkt.com/manu-vallejo/profil/spieler/527350,Second Striker,26,Spain,2,0,0,0
1472,Girona FC,LaLiga,Spain,Cristhian Stuani,https://www.transfermarkt.com/cristhian-stuani/profil/spieler/59323,Centre-Forward,37,Uruguay,19,19,8,747
1473,Girona FC,LaLiga,Spain,Toni Villa,https://www.transfermarkt.com/toni-villa/profil/spieler/337066,Left Winger,28,Spain,0,0,0,0
1474,Girona FC,LaLiga,Spain,Alex Almansa,https://www.transfermarkt.com/alex-almansa/profil/spieler/946269,Left Winger,20,Spain,1,0,0,0
1475,Girona FC,LaLiga,Spain,Juan Arango,https://www.transfermarkt.com/juan-arango/profil/spieler/1025582,Left Winger,17,Venezuela,1,0,0,0
1476,Girona FC,LaLiga,Spain,Iker Almena,https://www.transfermarkt.com/iker-almena/profil/spieler/1061656,Right Winger,19,Spain,7,1,0,55
1477,Girona FC,LaLiga,Spain,Jastin García,https://www.transfermarkt.com/jastin-garcia/profil/spieler/1061665,Left Winger,19,Spain,1,0,0,0
1478,Valencia CF,LaLiga,Spain,Giorgi Mamardashvili,https://www.transfermarkt.com/giorgi-mamardashvili/profil/spieler/502676,Goalkeeper,23,Georgia,18,18,0,1620
1479,Valencia CF,LaLiga,Spain,Jaume Doménech,https://www.transfermarkt.com/jaume-domenech/profil/spieler/227805,Goalkeeper,33,Spain,20,2,0,180
1480,Valencia CF,LaLiga,Spain,Cristian Rivero,https://www.transfermarkt.com/cristian-rivero/profil/spieler/398131,Goalkeeper,25,Spain,20,0,0,0
1481,Valencia CF,LaLiga,Spain,José Gayà,https://www.transfermarkt.com/jose-gaya/profil/spieler/221322,Left-Back,28,Spain,13,13,1,975
1482,Valencia CF,LaLiga,Spain,Cristhian Mosquera,https://www.transfermarkt.com/cristhian-mosquera/profil/spieler/646750,Centre-Back,19,Spain,19,17,0,1330
1483,Valencia CF,LaLiga,Spain,Yarek Gasiorowski,https://www.transfermarkt.com/yarek-gasiorowski/profil/spieler/895334,Centre-Back,18,Spain,13,8,0,357
1484,Valencia CF,LaLiga,Spain,Thierry Correia,https://www.transfermarkt.com/thierry-correia/profil/spieler/367466,Right-Back,24,Portugal,19,19,0,1395
1485,Valencia CF,LaLiga,Spain,Mouctar Diakhaby,https://www.transfermarkt.com/mouctar-diakhaby/profil/spieler/346289,Centre-Back,27,Guinea,14,13,1,984
1486,Valencia CF,LaLiga,Spain,Gabriel Paulista,https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,Centre-Back,33,Brazil,14,14,0,1060
1487,Valencia CF,LaLiga,Spain,Cenk Özkacar,https://www.transfermarkt.com/cenk-ozkacar/profil/spieler/615350,Centre-Back,23,Turkey,17,9,0,677
1488,Valencia CF,LaLiga,Spain,Dimitri Foulquier,https://www.transfermarkt.com/dimitri-foulquier/profil/spieler/170472,Right-Back,30,Guadeloupe,15,15,0,553
1489,Valencia CF,LaLiga,Spain,Jesús Vázquez,https://www.transfermarkt.com/jesus-vazquez/profil/spieler/623024,Left-Back,20,Spain,12,7,0,274
1490,Valencia CF,LaLiga,Spain,Rubén Iranzo,https://www.transfermarkt.com/ruben-iranzo/profil/spieler/668212,Centre-Back,20,Spain,8,1,0,81
1491,Valencia CF,LaLiga,Spain,César Tárrega,https://www.transfermarkt.com/cesar-tarrega/profil/spieler/707274,Centre-Back,21,Spain,11,2,0,97
1492,Valencia CF,LaLiga,Spain,Javi Guerra,https://www.transfermarkt.com/javi-guerra/profil/spieler/834764,Central Midfield,20,Spain,18,18,3,1332
1493,Valencia CF,LaLiga,Spain,André Almeida,https://www.transfermarkt.com/andre-almeida/profil/spieler/375382,Central Midfield,23,Portugal,8,8,0,482
1494,Valencia CF,LaLiga,Spain,Pepelu,https://www.transfermarkt.com/pepelu/profil/spieler/328480,Defensive Midfield,25,Spain,18,18,2,1595
1495,Valencia CF,LaLiga,Spain,Hugo Guillamón,https://www.transfermarkt.com/hugo-guillamon/profil/spieler/495629,Defensive Midfield,23,Spain,20,13,1,522
1496,Valencia CF,LaLiga,Spain,Selim Amallah,https://www.transfermarkt.com/selim-amallah/profil/spieler/377219,Attacking Midfield,27,Morocco,14,14,0,632
1497,Valencia CF,LaLiga,Spain,Pablo Gozálbez,https://www.transfermarkt.com/pablo-gozalbez/profil/spieler/622992,Attacking Midfield,22,Spain,20,7,1,259
1498,Valencia CF,LaLiga,Spain,Ali Fadal,https://www.transfermarkt.com/ali-fadal/profil/spieler/980242,Central Midfield,19,Ghana,1,1,0,20
1499,Valencia CF,LaLiga,Spain,Martín Tejón,https://www.transfermarkt.com/martin-tejon/profil/spieler/941883,Attacking Midfield,19,Spain,1,0,0,0
1500,Valencia CF,LaLiga,Spain,Javi Navarro,https://www.transfermarkt.com/javi-navarro/profil/spieler/646743,Central Midfield,19,Spain,1,0,0,0
1501,Valencia CF,LaLiga,Spain,Diego López,https://www.transfermarkt.com/diego-lopez/profil/spieler/617081,Left Winger,21,Spain,19,19,3,1350
1502,Valencia CF,LaLiga,Spain,Hugo Duro,https://www.transfermarkt.com/hugo-duro/profil/spieler/573775,Centre-Forward,24,Spain,18,18,7,1477
1503,Valencia CF,LaLiga,Spain,Fran Pérez,https://www.transfermarkt.com/fran-perez/profil/spieler/622988,Right Winger,21,Spain,20,20,1,1241
1504,Valencia CF,LaLiga,Spain,Roman Yaremchuk,https://www.transfermarkt.com/roman-yaremchuk/profil/spieler/221958,Centre-Forward,28,Ukraine,16,14,1,417
1505,Valencia CF,LaLiga,Spain,Sergi Canós,https://www.transfermarkt.com/sergi-canos/profil/spieler/251845,Right Winger,26,Spain,13,13,1,562
1506,Valencia CF,LaLiga,Spain,Alberto Marí,https://www.transfermarkt.com/alberto-mari/profil/spieler/634105,Centre-Forward,22,Spain,4,2,0,18
1507,Valencia CF,LaLiga,Spain,Marco Camus,https://www.transfermarkt.com/marco-camus/profil/spieler/636119,Left Winger,22,Spain,3,1,0,70
1508,Valencia CF,LaLiga,Spain,Hugo González,https://www.transfermarkt.com/hugo-gonzalez/profil/spieler/707279,Right Winger,20,Spain,16,7,0,123
1509,Valencia CF,LaLiga,Spain,Mario Dominguez,https://www.transfermarkt.com/mario-dominguez/profil/spieler/941867,Centre-Forward,19,Spain,7,3,0,22
1510,Valencia CF,LaLiga,Spain,Joselu Pérez,https://www.transfermarkt.com/joselu-perez/profil/spieler/1000135,Centre-Forward,19,Spain,1,0,0,0
1511,Valencia CF,LaLiga,Spain,David Otorbi,https://www.transfermarkt.com/david-otorbi/profil/spieler/1009766,Right Winger,16,Spain,1,0,0,0
1512,Real Betis Balompié,LaLiga,Spain,Rui Silva,https://www.transfermarkt.com/rui-silva/profil/spieler/234811,Goalkeeper,29,Portugal,21,15,0,1305
1513,Real Betis Balompié,LaLiga,Spain,Claudio Bravo,https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423,Goalkeeper,40,Chile,11,9,0,810
1514,Real Betis Balompié,LaLiga,Spain,Fran Vieites,https://www.transfermarkt.com/fran-vieites/profil/spieler/551182,Goalkeeper,24,Spain,21,3,0,224
1515,Real Betis Balompié,LaLiga,Spain,Guilherme Fernandes,https://www.transfermarkt.com/guilherme-fernandes/profil/spieler/567504,Goalkeeper,22,Portugal,8,0,0,0
1516,Real Betis Balompié,LaLiga,Spain,Germán García,https://www.transfermarkt.com/german-garcia/profil/spieler/1061277,Goalkeeper,19,Spain,6,0,0,0
1517,Real Betis Balompié,LaLiga,Spain,Luiz Felipe,https://www.transfermarkt.com/luiz-felipe/profil/spieler/457931,Centre-Back,26,Italy,4,4,0,360
1518,Real Betis Balompié,LaLiga,Spain,Juan Miranda,https://www.transfermarkt.com/juan-miranda/profil/spieler/341227,Left-Back,23,Spain,26,15,1,1061
1519,Real Betis Balompié,LaLiga,Spain,Héctor Bellerín,https://www.transfermarkt.com/hector-bellerin/profil/spieler/191217,Right-Back,28,Spain,23,17,0,1192
1520,Real Betis Balompié,LaLiga,Spain,Abner,https://www.transfermarkt.com/abner/profil/spieler/646402,Left-Back,23,Brazil,26,18,0,1277
1521,Real Betis Balompié,LaLiga,Spain,Chadi Riad,https://www.transfermarkt.com/chadi-riad/profil/spieler/689637,Centre-Back,20,Morocco,20,15,0,1253
1522,Real Betis Balompié,LaLiga,Spain,Germán Pezzella,https://www.transfermarkt.com/german-pezzella/profil/spieler/113133,Centre-Back,32,Argentina,24,23,1,2027
1523,Real Betis Balompié,LaLiga,Spain,Youssouf Sabaly,https://www.transfermarkt.com/youssouf-sabaly/profil/spieler/135492,Right-Back,30,Senegal,5,3,0,270
1524,Real Betis Balompié,LaLiga,Spain,Marc Bartra,https://www.transfermarkt.com/marc-bartra/profil/spieler/99922,Centre-Back,32,Spain,6,4,0,315
1525,Real Betis Balompié,LaLiga,Spain,Sokratis Papastathopoulos,https://www.transfermarkt.com/sokratis-papastathopoulos/profil/spieler/34322,Centre-Back,35,Greece,7,2,0,97
1526,Real Betis Balompié,LaLiga,Spain,Pablo Busto,https://www.transfermarkt.com/pablo-busto/profil/spieler/1054909,Right-Back,18,Spain,1,0,0,0
1527,Real Betis Balompié,LaLiga,Spain,Ricardo Visus,https://www.transfermarkt.com/ricardo-visus/profil/spieler/630989,Centre-Back,22,Spain,5,2,0,60
1528,Real Betis Balompié,LaLiga,Spain,Nobel Mendy,https://www.transfermarkt.com/nobel-mendy/profil/spieler/1034853,Centre-Back,19,Senegal,2,0,0,0
1529,Real Betis Balompié,LaLiga,Spain,Guido Rodríguez,https://www.transfermarkt.com/guido-rodriguez/profil/spieler/342385,Defensive Midfield,29,Argentina,19,19,1,1468
1530,Real Betis Balompié,LaLiga,Spain,Nabil Fekir,https://www.transfermarkt.com/nabil-fekir/profil/spieler/203496,Attacking Midfield,30,France,5,4,0,77
1531,Real Betis Balompié,LaLiga,Spain,Marc Roca,https://www.transfermarkt.com/marc-roca/profil/spieler/336869,Defensive Midfield,27,Spain,26,25,4,1929
1532,Real Betis Balompié,LaLiga,Spain,Isco,https://www.transfermarkt.com/isco/profil/spieler/85288,Attacking Midfield,31,Spain,23,23,3,1776
1533,Real Betis Balompié,LaLiga,Spain,William Carvalho,https://www.transfermarkt.com/william-carvalho/profil/spieler/100131,Defensive Midfield,31,Portugal,15,14,0,658
1534,Real Betis Balompié,LaLiga,Spain,Rodri Sánchez,https://www.transfermarkt.com/rodri-sanchez/profil/spieler/630995,Attacking Midfield,23,Spain,23,17,3,771
1535,Real Betis Balompié,LaLiga,Spain,Paul Akouokou,https://www.transfermarkt.com/paul-akouokou/profil/spieler/429901,Defensive Midfield,26,Cote d'Ivoire,3,2,0,25
1536,Real Betis Balompié,LaLiga,Spain,Sergi Altimira,https://www.transfermarkt.com/sergi-altimira/profil/spieler/466801,Central Midfield,22,Spain,18,8,0,419
1537,Real Betis Balompié,LaLiga,Spain,Andrés Guardado,https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,Central Midfield,37,Mexico,24,18,0,775
1538,Real Betis Balompié,LaLiga,Spain,Dani Pérez,https://www.transfermarkt.com/dani-perez/profil/spieler/895331,Attacking Midfield,18,Spain,2,0,0,0
1539,Real Betis Balompié,LaLiga,Spain,Ginés Sorroche,https://www.transfermarkt.com/gines-sorroche/profil/spieler/961944,Central Midfield,19,Spain,5,0,0,0
1540,Real Betis Balompié,LaLiga,Spain,Quique Fernández,https://www.transfermarkt.com/quique-fernandez/profil/spieler/668184,Defensive Midfield,20,Spain,9,1,0,6
