,team_name,league,country,player_name,player_url,player_pos,player_age,nationality,in_squad,appearances,goals,minutes_played
1,Manchester City,Premier League,England,Ederson,https://www.transfermarkt.com/ederson/profil/spieler/238223,Goalkeeper,30,Brazil,27,23,0,2070
2,Manchester City,Premier League,England,Stefan Ortega,https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941,Goalkeeper,31,Germany,28,5,0,450
3,Manchester City,Premier League,England,Zack Steffen,https://www.transfermarkt.com/zack-steffen/profil/spieler/221624,Goalkeeper,28,United States,0,0,0,0
4,Manchester City,Premier League,England,True Grant,https://www.transfermarkt.com/true-grant/profil/spieler/919438,Goalkeeper,18,England,1,0,0,0
5,Manchester City,Premier League,England,Scott Carson,https://www.transfermarkt.com/scott-carson/profil/spieler/14555,Goalkeeper,38,England,18,0,0,0
6,Manchester City,Premier League,England,Rúben Dias,https://www.transfermarkt.com/ruben-dias/profil/spieler/258004,Centre-Back,26,Portugal,27,22,0,1853
7,Manchester City,Premier League,England,Josko Gvardiol,https://www.transfermarkt.com/josko-gvardiol/profil/spieler/475959,Centre-Back,21,Croatia,27,20,0,1557
8,Manchester City,Premier League,England,Manuel Akanji,https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730,Centre-Back,28,Switzerland,26,23,3,1805
9,Manchester City,Premier League,England,Nathan Aké,https://www.transfermarkt.com/nathan-ake/profil/spieler/177476,Centre-Back,28,Netherlands,26,23,2,1444
10,Manchester City,Premier League,England,John Stones,https://www.transfermarkt.com/john-stones/profil/spieler/186590,Centre-Back,29,England,18,12,0,742
11,Manchester City,Premier League,England,Rico Lewis,https://www.transfermarkt.com/rico-lewis/profil/spieler/701057,Right-Back,19,England,28,16,1,949
12,Manchester City,Premier League,England,Aymeric Laporte,https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553,Centre-Back,29,Spain,3,1,0,11
13,Manchester City,Premier League,England,Kyle Walker,https://www.transfermarkt.com/kyle-walker/profil/spieler/95424,Right-Back,33,England,28,25,0,2185
14,Manchester City,Premier League,England,Sergio Gómez,https://www.transfermarkt.com/sergio-gomez/profil/spieler/366930,Left-Back,23,Spain,25,8,0,265
15,Manchester City,Premier League,England,Max Alleyne,https://www.transfermarkt.com/max-alleyne/profil/spieler/843595,Centre-Back,18,England,3,0,0,0
16,Manchester City,Premier League,England,Rodri,https://www.transfermarkt.com/rodri/profil/spieler/357565,Defensive Midfield,27,Spain,24,22,4,1867
17,Manchester City,Premier League,England,Bernardo Silva,https://www.transfermarkt.com/bernardo-silva/profil/spieler/241641,Attacking Midfield,29,Portugal,23,22,5,1670
18,Manchester City,Premier League,England,Kevin De Bruyne,https://www.transfermarkt.com/kevin-de-bruyne/profil/spieler/88755,Attacking Midfield,32,Belgium,2,2,0,49
19,Manchester City,Premier League,England,Matheus Nunes,https://www.transfermarkt.com/matheus-nunes/profil/spieler/601883,Central Midfield,25,Portugal,20,15,0,686
20,Manchester City,Premier League,England,Cole Palmer,https://www.transfermarkt.com/cole-palmer/profil/spieler/568177,Attacking Midfield,21,England,5,3,2,121
21,Manchester City,Premier League,England,Mateo Kovacic,https://www.transfermarkt.com/mateo-kovacic/profil/spieler/51471,Central Midfield,29,Croatia,23,20,1,1259
22,Manchester City,Premier League,England,Kalvin Phillips,https://www.transfermarkt.com/kalvin-phillips/profil/spieler/351749,Defensive Midfield,28,England,28,10,1,318
23,Manchester City,Premier League,England,James McAtee,https://www.transfermarkt.com/james-mcatee/profil/spieler/583199,Central Midfield,21,England,5,1,0,0
24,Manchester City,Premier League,England,Máximo Perrone,https://www.transfermarkt.com/maximo-perrone/profil/spieler/668547,Defensive Midfield,20,Argentina,2,0,0,0
25,Manchester City,Premier League,England,Mahamadou Susoho,https://www.transfermarkt.com/mahamadou-susoho/profil/spieler/895074,Defensive Midfield,18,Spain,4,1,0,14
26,Manchester City,Premier League,England,Erling Haaland,https://www.transfermarkt.com/erling-haaland/profil/spieler/418560,Centre-Forward,23,Norway,23,22,19,1870
27,Manchester City,Premier League,England,Phil Foden,https://www.transfermarkt.com/phil-foden/profil/spieler/406635,Right Winger,23,England,28,27,8,2009
28,Manchester City,Premier League,England,Julián Álvarez,https://www.transfermarkt.com/julian-alvarez/profil/spieler/576024,Second Striker,23,Argentina,28,26,10,1855
29,Manchester City,Premier League,England,Jack Grealish,https://www.transfermarkt.com/jack-grealish/profil/spieler/203460,Left Winger,28,England,23,20,3,1313
30,Manchester City,Premier League,England,Jérémy Doku,https://www.transfermarkt.com/jeremy-doku/profil/spieler/486049,Left Winger,21,Belgium,18,17,3,902
31,Manchester City,Premier League,England,Oscar Bobb,https://www.transfermarkt.com/oscar-bobb/profil/spieler/661207,Right Winger,20,Norway,25,11,1,317
32,Manchester City,Premier League,England,Micah Hamilton,https://www.transfermarkt.com/micah-hamilton/profil/spieler/652797,Left Winger,20,England,5,1,1,90
33,Arsenal FC,Premier League,England,David Raya,https://www.transfermarkt.com/david-raya/profil/spieler/262749,Goalkeeper,28,Spain,22,18,0,1620
34,Arsenal FC,Premier League,England,Aaron Ramsdale,https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,Goalkeeper,25,England,26,9,0,810
35,Arsenal FC,Premier League,England,Matt Turner,https://www.transfermarkt.com/matt-turner/profil/spieler/425306,Goalkeeper,29,United States,1,0,0,0
36,Arsenal FC,Premier League,England,Karl Hein,https://www.transfermarkt.com/karl-hein/profil/spieler/493513,Goalkeeper,21,Estonia,12,0,0,0
37,Arsenal FC,Premier League,England,William Saliba,https://www.transfermarkt.com/william-saliba/profil/spieler/495666,Centre-Back,22,France,26,25,1,2222
38,Arsenal FC,Premier League,England,Gabriel Magalhães,https://www.transfermarkt.com/gabriel-magalhaes/profil/spieler/435338,Centre-Back,26,Brazil,27,25,1,2091
39,Arsenal FC,Premier League,England,Ben White,https://www.transfermarkt.com/ben-white/profil/spieler/335721,Right-Back,26,England,26,26,1,1930
40,Arsenal FC,Premier League,England,Oleksandr Zinchenko,https://www.transfermarkt.com/oleksandr-zinchenko/profil/spieler/203853,Left-Back,27,Ukraine,25,23,1,1439
41,Arsenal FC,Premier League,England,Jurrien Timber,https://www.transfermarkt.com/jurrien-timber/profil/spieler/420243,Centre-Back,22,Netherlands,2,2,0,126
42,Arsenal FC,Premier League,England,Takehiro Tomiyasu,https://www.transfermarkt.com/takehiro-tomiyasu/profil/spieler/331560,Right-Back,25,Japan,21,19,1,1009
43,Arsenal FC,Premier League,England,Jakub Kiwior,https://www.transfermarkt.com/jakub-kiwior/profil/spieler/425918,Centre-Back,23,Poland,27,13,0,565
44,Arsenal FC,Premier League,England,Kieran Tierney,https://www.transfermarkt.com/kieran-tierney/profil/spieler/300716,Left-Back,26,Scotland,1,1,0,14
45,Arsenal FC,Premier League,England,Rob Holding,https://www.transfermarkt.com/rob-holding/profil/spieler/253341,Centre-Back,28,England,1,0,0,0
46,Arsenal FC,Premier League,England,Reuell Walters,https://www.transfermarkt.com/reuell-walters/profil/spieler/878160,Centre-Back,19,England,6,0,0,0
47,Arsenal FC,Premier League,England,Cédric Soares,https://www.transfermarkt.com/cedric-soares/profil/spieler/112988,Right-Back,32,Portugal,16,2,0,65
48,Arsenal FC,Premier League,England,James Sweet,https://www.transfermarkt.com/james-sweet/profil/spieler/583952,Right-Back,20,Wales,1,0,0,0
49,Arsenal FC,Premier League,England,Declan Rice,https://www.transfermarkt.com/declan-rice/profil/spieler/357662,Defensive Midfield,24,England,26,26,3,2128
50,Arsenal FC,Premier League,England,Martin Ødegaard,https://www.transfermarkt.com/martin-odegaard/profil/spieler/316264,Attacking Midfield,25,Norway,24,23,7,1800
51,Arsenal FC,Premier League,England,Kai Havertz,https://www.transfermarkt.com/kai-havertz/profil/spieler/309400,Attacking Midfield,24,Germany,27,27,5,1810
52,Arsenal FC,Premier League,England,Fábio Vieira,https://www.transfermarkt.com/fabio-vieira/profil/spieler/537598,Attacking Midfield,23,Portugal,17,13,1,417
53,Arsenal FC,Premier League,England,Thomas Partey,https://www.transfermarkt.com/thomas-partey/profil/spieler/230784,Defensive Midfield,30,Ghana,7,5,0,341
54,Arsenal FC,Premier League,England,Emile Smith Rowe,https://www.transfermarkt.com/emile-smith-rowe/profil/spieler/392765,Attacking Midfield,23,England,18,10,0,232
55,Arsenal FC,Premier League,England,Jorginho,https://www.transfermarkt.com/jorginho/profil/spieler/102017,Defensive Midfield,32,Italy,25,18,1,828
56,Arsenal FC,Premier League,England,Ethan Nwaneri,https://www.transfermarkt.com/ethan-nwaneri/profil/spieler/890719,Attacking Midfield,16,England,2,0,0,0
57,Arsenal FC,Premier League,England,Mohamed Elneny,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438,Defensive Midfield,31,Egypt,18,4,0,71
58,Arsenal FC,Premier League,England,Myles Lewis-Skelly,https://www.transfermarkt.com/myles-lewis-skelly/profil/spieler/890721,Defensive Midfield,17,England,2,0,0,0
59,Arsenal FC,Premier League,England,Bradley Ibrahim,https://www.transfermarkt.com/bradley-ibrahim/profil/spieler/871837,Defensive Midfield,19,England,1,0,0,0
60,Arsenal FC,Premier League,England,Bukayo Saka,https://www.transfermarkt.com/bukayo-saka/profil/spieler/433177,Right Winger,22,England,25,24,8,1937
61,Arsenal FC,Premier League,England,Gabriel Martinelli,https://www.transfermarkt.com/gabriel-martinelli/profil/spieler/655488,Left Winger,22,Brazil,21,21,4,1527
62,Arsenal FC,Premier League,England,Gabriel Jesus,https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205,Centre-Forward,26,Brazil,19,19,7,1172
63,Arsenal FC,Premier League,England,Leandro Trossard,https://www.transfermarkt.com/leandro-trossard/profil/spieler/144028,Left Winger,29,Belgium,25,21,6,946
64,Arsenal FC,Premier League,England,Eddie Nketiah,https://www.transfermarkt.com/eddie-nketiah/profil/spieler/340324,Centre-Forward,24,England,26,24,6,1141
65,Arsenal FC,Premier League,England,Reiss Nelson,https://www.transfermarkt.com/reiss-nelson/profil/spieler/340325,Right Winger,24,England,26,14,1,383
66,Arsenal FC,Premier League,England,Amario Cozier-Duberry,https://www.transfermarkt.com/amario-cozier-duberry/profil/spieler/878150,Right Winger,18,England,2,0,0,0
67,Arsenal FC,Premier League,England,Charles Sagoe Jr,https://www.transfermarkt.com/charles-sagoe-jr/profil/spieler/796037,Left Winger,19,England,3,1,0,68
68,Chelsea FC,Premier League,England,Robert Sánchez,https://www.transfermarkt.com/robert-sanchez/profil/spieler/403151,Goalkeeper,26,Spain,19,19,0,1704
69,Chelsea FC,Premier League,England,Djordje Petrovic,https://www.transfermarkt.com/djordje-petrovic/profil/spieler/465555,Goalkeeper,24,Serbia,19,4,0,276
70,Chelsea FC,Premier League,England,Marcus Bettinelli,https://www.transfermarkt.com/marcus-bettinelli/profil/spieler/116648,Goalkeeper,31,England,3,0,0,0
71,Chelsea FC,Premier League,England,Lucas Bergström,https://www.transfermarkt.com/lucas-bergstrom/profil/spieler/490606,Goalkeeper,21,Finland,11,0,0,0
72,Chelsea FC,Premier League,England,Eddie Beach,https://www.transfermarkt.com/eddie-beach/profil/spieler/732120,Goalkeeper,20,Wales,2,0,0,0
73,Chelsea FC,Premier League,England,Levi Colwill,https://www.transfermarkt.com/levi-colwill/profil/spieler/614258,Centre-Back,20,England,21,21,1,1591
74,Chelsea FC,Premier League,England,Reece James,https://www.transfermarkt.com/reece-james/profil/spieler/472423,Right-Back,24,England,9,9,0,451
75,Chelsea FC,Premier League,England,Axel Disasi,https://www.transfermarkt.com/axel-disasi/profil/spieler/386047,Centre-Back,25,France,22,20,1,1765
76,Chelsea FC,Premier League,England,Benoît Badiashile,https://www.transfermarkt.com/benoit-badiashile/profil/spieler/463603,Centre-Back,22,France,12,7,1,521
77,Chelsea FC,Premier League,England,Wesley Fofana,https://www.transfermarkt.com/wesley-fofana/profil/spieler/475411,Centre-Back,23,France,0,0,0,0
78,Chelsea FC,Premier League,England,Ben Chilwell,https://www.transfermarkt.com/ben-chilwell/profil/spieler/316125,Left-Back,27,England,8,7,0,428
79,Chelsea FC,Premier League,England,Marc Cucurella,https://www.transfermarkt.com/marc-cucurella/profil/spieler/284857,Left-Back,25,Spain,17,12,0,974
80,Chelsea FC,Premier League,England,Malo Gusto,https://www.transfermarkt.com/malo-gusto/profil/spieler/620322,Right-Back,20,France,15,14,0,719
81,Chelsea FC,Premier League,England,Ian Maatsen,https://www.transfermarkt.com/ian-maatsen/profil/spieler/485585,Left-Back,21,Netherlands,22,14,0,318
82,Chelsea FC,Premier League,England,Trevoh Chalobah,https://www.transfermarkt.com/trevoh-chalobah/profil/spieler/346314,Centre-Back,24,England,0,0,0,0
83,Chelsea FC,Premier League,England,Bashir Humphreys,https://www.transfermarkt.com/bashir-humphreys/profil/spieler/612517,Centre-Back,20,England,3,1,0,90
84,Chelsea FC,Premier League,England,Malang Sarr,https://www.transfermarkt.com/malang-sarr/profil/spieler/344596,Centre-Back,24,France,0,0,0,0
85,Chelsea FC,Premier League,England,Thiago Silva,https://www.transfermarkt.com/thiago-silva/profil/spieler/29241,Centre-Back,39,Brazil,20,18,1,1620
86,Chelsea FC,Premier League,England,Josh Brooking,https://www.transfermarkt.com/josh-brooking/profil/spieler/566832,Centre-Back,21,England,2,0,0,0
87,Chelsea FC,Premier League,England,Ishé Samuels-Smith,https://www.transfermarkt.com/ishe-samuels-smith/profil/spieler/922698,Left-Back,17,England,1,0,0,0
88,Chelsea FC,Premier League,England,Alfie Gilchrist,https://www.transfermarkt.com/alfie-gilchrist/profil/spieler/790992,Centre-Back,20,England,9,0,0,0
89,Chelsea FC,Premier League,England,Moisés Caicedo,https://www.transfermarkt.com/moises-caicedo/profil/spieler/687626,Defensive Midfield,22,Ecuador,19,19,0,1390
90,Chelsea FC,Premier League,England,Enzo Fernández,https://www.transfermarkt.com/enzo-fernandez/profil/spieler/648195,Central Midfield,22,Argentina,20,20,3,1417
91,Chelsea FC,Premier League,England,Christopher Nkunku,https://www.transfermarkt.com/christopher-nkunku/profil/spieler/344381,Attacking Midfield,26,France,3,2,1,53
92,Chelsea FC,Premier League,England,Roméo Lavia,https://www.transfermarkt.com/romeo-lavia/profil/spieler/628451,Defensive Midfield,19,Belgium,1,0,0,0
93,Chelsea FC,Premier League,England,Cole Palmer,https://www.transfermarkt.com/cole-palmer/profil/spieler/568177,Attacking Midfield,21,England,18,18,6,1306
94,Chelsea FC,Premier League,England,Conor Gallagher,https://www.transfermarkt.com/conor-gallagher/profil/spieler/488362,Central Midfield,23,England,21,21,0,1706
95,Chelsea FC,Premier League,England,Lesley Ugochukwu,https://www.transfermarkt.com/lesley-ugochukwu/profil/spieler/711999,Defensive Midfield,19,France,17,13,0,537
96,Chelsea FC,Premier League,England,Carney Chukwuemeka,https://www.transfermarkt.com/carney-chukwuemeka/profil/spieler/659459,Central Midfield,20,England,3,2,1,126
97,Chelsea FC,Premier League,England,Andrey Santos,https://www.transfermarkt.com/andrey-santos/profil/spieler/743600,Defensive Midfield,19,Brazil,1,0,0,0
98,Chelsea FC,Premier League,England,Leo Castledine,https://www.transfermarkt.com/leo-castledine/profil/spieler/796303,Attacking Midfield,18,England,3,0,0,0
99,Chelsea FC,Premier League,England,Raheem Sterling,https://www.transfermarkt.com/raheem-sterling/profil/spieler/134425,Left Winger,29,England,21,21,6,1615
100,Chelsea FC,Premier League,England,Mykhaylo Mudryk,https://www.transfermarkt.com/mykhaylo-mudryk/profil/spieler/537860,Left Winger,22,Ukraine,18,18,3,815
101,Chelsea FC,Premier League,England,Nicolas Jackson,https://www.transfermarkt.com/nicolas-jackson/profil/spieler/776890,Centre-Forward,22,Senegal,21,21,8,1549
102,Chelsea FC,Premier League,England,Armando Broja,https://www.transfermarkt.com/armando-broja/profil/spieler/571743,Centre-Forward,22,Albania,12,12,1,366
103,Chelsea FC,Premier League,England,Noni Madueke,https://www.transfermarkt.com/noni-madueke/profil/spieler/503987,Right Winger,21,England,15,9,1,213
104,Chelsea FC,Premier League,England,Deivid Washington,https://www.transfermarkt.com/deivid-washington/profil/spieler/1082850,Centre-Forward,18,Brazil,11,1,0,9
105,Chelsea FC,Premier League,England,Diego Moreira,https://www.transfermarkt.com/diego-moreira/profil/spieler/655006,Left Winger,19,Portugal,2,1,0,45
106,Chelsea FC,Premier League,England,Mason Burstow,https://www.transfermarkt.com/mason-burstow/profil/spieler/874080,Centre-Forward,20,England,4,3,0,72
107,Chelsea FC,Premier League,England,Alex Matos,https://www.transfermarkt.com/alex-matos/profil/spieler/670850,Right Winger,19,England,14,2,0,3
108,Chelsea FC,Premier League,England,Ronnie Stutter,https://www.transfermarkt.com/ronnie-stutter/profil/spieler/825024,Centre-Forward,18,England,1,0,0,0
109,Liverpool FC,Premier League,England,Alisson,https://www.transfermarkt.com/alisson/profil/spieler/105470,Goalkeeper,31,Brazil,20,17,0,1530
110,Liverpool FC,Premier League,England,Caoimhín Kelleher,https://www.transfermarkt.com/caoimhin-kelleher/profil/spieler/340918,Goalkeeper,25,Ireland,25,10,0,900
111,Liverpool FC,Premier League,England,Adrián,https://www.transfermarkt.com/adrian/profil/spieler/71271,Goalkeeper,36,Spain,8,0,0,0
112,Liverpool FC,Premier League,England,Marcelo Pitaluga,https://www.transfermarkt.com/marcelo-pitaluga/profil/spieler/662334,Goalkeeper,21,Brazil,3,0,0,0
113,Liverpool FC,Premier League,England,Vitezslav Jaros,https://www.transfermarkt.com/vitezslav-jaros/profil/spieler/486604,Goalkeeper,22,Czech Republic,3,0,0,0
114,Liverpool FC,Premier League,England,Fabian Mrozek,https://www.transfermarkt.com/fabian-mrozek/profil/spieler/678402,Goalkeeper,20,Poland,3,0,0,0
115,Liverpool FC,Premier League,England,Trent Alexander-Arnold,https://www.transfermarkt.com/trent-alexander-arnold/profil/spieler/314353,Right-Back,25,England,22,22,2,1589
116,Liverpool FC,Premier League,England,Ibrahima Konaté,https://www.transfermarkt.com/ibrahima-konate/profil/spieler/357119,Centre-Back,24,France,23,19,0,1185
117,Liverpool FC,Premier League,England,Andrew Robertson,https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803,Left-Back,29,Scotland,10,8,1,720
118,Liverpool FC,Premier League,England,Virgil van Dijk,https://www.transfermarkt.com/virgil-van-dijk/profil/spieler/139208,Centre-Back,32,Netherlands,23,18,1,1528
119,Liverpool FC,Premier League,England,Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,Centre-Back,26,England,25,23,0,1294
120,Liverpool FC,Premier League,England,Konstantinos Tsimikas,https://www.transfermarkt.com/konstantinos-tsimikas/profil/spieler/338070,Left-Back,27,Greece,27,17,0,1220
121,Liverpool FC,Premier League,England,Joel Matip,https://www.transfermarkt.com/joel-matip/profil/spieler/82105,Centre-Back,32,Cameroon,21,14,0,1060
122,Liverpool FC,Premier League,England,Jarell Quansah,https://www.transfermarkt.com/jarell-quansah/profil/spieler/632349,Centre-Back,20,England,23,13,1,825
123,Liverpool FC,Premier League,England,Conor Bradley,https://www.transfermarkt.com/conor-bradley/profil/spieler/624258,Right-Back,20,Northern Ireland,7,3,0,119
124,Liverpool FC,Premier League,England,Luke Chambers,https://www.transfermarkt.com/luke-chambers/profil/spieler/670861,Left-Back,19,England,9,4,0,138
125,Liverpool FC,Premier League,England,Calum Scanlon,https://www.transfermarkt.com/calum-scanlon/profil/spieler/796298,Left-Back,18,England,6,2,0,51
126,Liverpool FC,Premier League,England,Dominik Szoboszlai,https://www.transfermarkt.com/dominik-szoboszlai/profil/spieler/451276,Central Midfield,23,Hungary,27,24,4,1753
127,Liverpool FC,Premier League,England,Alexis Mac Allister,https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033,Central Midfield,25,Argentina,21,18,1,1286
128,Liverpool FC,Premier League,England,Ryan Gravenberch,https://www.transfermarkt.com/ryan-gravenberch/profil/spieler/478573,Central Midfield,21,Netherlands,20,20,2,962
129,Liverpool FC,Premier League,England,Curtis Jones,https://www.transfermarkt.com/curtis-jones/profil/spieler/433188,Central Midfield,22,England,19,17,2,950
130,Liverpool FC,Premier League,England,Harvey Elliott,https://www.transfermarkt.com/harvey-elliott/profil/spieler/565822,Attacking Midfield,20,England,27,24,1,1111
131,Liverpool FC,Premier League,England,Wataru Endo,https://www.transfermarkt.com/wataru-endo/profil/spieler/146310,Defensive Midfield,30,Japan,26,22,2,1121
132,Liverpool FC,Premier League,England,Stefan Bajcetic,https://www.transfermarkt.com/stefan-bajcetic/profil/spieler/864799,Defensive Midfield,19,Spain,6,2,0,72
133,Liverpool FC,Premier League,England,Thiago,https://www.transfermarkt.com/thiago/profil/spieler/60444,Central Midfield,32,Spain,0,0,0,0
134,Liverpool FC,Premier League,England,James McConnell,https://www.transfermarkt.com/james-mcconnell/profil/spieler/845289,Central Midfield,19,England,11,3,0,16
135,Liverpool FC,Premier League,England,Bobby Clark,https://www.transfermarkt.com/bobby-clark/profil/spieler/712117,Central Midfield,18,England,2,0,0,0
136,Liverpool FC,Premier League,England,Trey Nyoni,https://www.transfermarkt.com/trey-nyoni/profil/spieler/1045123,Attacking Midfield,16,England,1,0,0,0
137,Liverpool FC,Premier League,England,Tom Hill,https://www.transfermarkt.com/tom-hill/profil/spieler/655990,Central Midfield,21,Wales,1,0,0,0
138,Liverpool FC,Premier League,England,Luis Díaz,https://www.transfermarkt.com/luis-diaz/profil/spieler/480692,Left Winger,26,Colombia,25,22,5,1356
139,Liverpool FC,Premier League,England,Darwin Núñez,https://www.transfermarkt.com/darwin-nunez/profil/spieler/546543,Centre-Forward,24,Uruguay,27,26,7,1395
140,Liverpool FC,Premier League,England,Mohamed Salah,https://www.transfermarkt.com/mohamed-salah/profil/spieler/148455,Right Winger,31,Egypt,25,25,16,1865
141,Liverpool FC,Premier League,England,Cody Gakpo,https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675,Centre-Forward,24,Netherlands,24,23,7,1245
142,Liverpool FC,Premier League,England,Diogo Jota,https://www.transfermarkt.com/diogo-jota/profil/spieler/340950,Left Winger,27,Portugal,18,17,8,926
143,Liverpool FC,Premier League,England,Ben Doak,https://www.transfermarkt.com/ben-doak/profil/spieler/719673,Right Winger,18,Scotland,15,5,0,247
144,Liverpool FC,Premier League,England,Kaide Gordon,https://www.transfermarkt.com/kaide-gordon/profil/spieler/732119,Right Winger,19,England,4,1,0,75
145,Liverpool FC,Premier League,England,Lewis Koumas,https://www.transfermarkt.com/lewis-koumas/profil/spieler/922462,Centre-Forward,18,Wales,1,0,0,0
146,Manchester United,Premier League,England,André Onana,https://www.transfermarkt.com/andre-onana/profil/spieler/234509,Goalkeeper,27,Cameroon,26,26,0,2340
147,Manchester United,Premier League,England,Dean Henderson,https://www.transfermarkt.com/dean-henderson/profil/spieler/258919,Goalkeeper,26,England,3,0,0,0
148,Manchester United,Premier League,England,Altay Bayindir,https://www.transfermarkt.com/altay-bayindir/profil/spieler/336077,Goalkeeper,25,Turkey,23,0,0,0
149,Manchester United,Premier League,England,Radek Vitek,https://www.transfermarkt.com/radek-vitek/profil/spieler/622236,Goalkeeper,20,Czech Republic,3,0,0,0
150,Manchester United,Premier League,England,Tom Heaton,https://www.transfermarkt.com/tom-heaton/profil/spieler/34130,Goalkeeper,37,England,6,0,0,0
151,Manchester United,Premier League,England,Lisandro Martínez,https://www.transfermarkt.com/lisandro-martinez/profil/spieler/480762,Centre-Back,25,Argentina,6,6,0,467
152,Manchester United,Premier League,England,Luke Shaw,https://www.transfermarkt.com/luke-shaw/profil/spieler/183288,Left-Back,28,England,10,10,0,830
153,Manchester United,Premier League,England,Diogo Dalot,https://www.transfermarkt.com/diogo-dalot/profil/spieler/357147,Right-Back,24,Portugal,25,24,1,1971
154,Manchester United,Premier League,England,Raphaël Varane,https://www.transfermarkt.com/raphael-varane/profil/spieler/164770,Centre-Back,30,France,19,14,1,825
155,Manchester United,Premier League,England,Harry Maguire,https://www.transfermarkt.com/harry-maguire/profil/spieler/177907,Centre-Back,30,England,21,17,1,1326
156,Manchester United,Premier League,England,Aaron Wan-Bissaka,https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,Right-Back,26,England,16,13,0,871
157,Manchester United,Premier League,England,Victor Lindelöf,https://www.transfermarkt.com/victor-lindelof/profil/spieler/184573,Centre-Back,29,Sweden,21,18,1,1330
158,Manchester United,Premier League,England,Tyrell Malacia,https://www.transfermarkt.com/tyrell-malacia/profil/spieler/339340,Left-Back,24,Netherlands,0,0,0,0
159,Manchester United,Premier League,England,Sergio Reguilón,https://www.transfermarkt.com/sergio-reguilon/profil/spieler/282429,Left-Back,27,Spain,18,11,0,653
160,Manchester United,Premier League,England,Álvaro Carreras,https://www.transfermarkt.com/alvaro-carreras/profil/spieler/811778,Left-Back,20,Spain,1,0,0,0
161,Manchester United,Premier League,England,Jonny Evans,https://www.transfermarkt.com/jonny-evans/profil/spieler/42412,Centre-Back,35,Northern Ireland,19,13,0,735
162,Manchester United,Premier League,England,Willy Kambwala,https://www.transfermarkt.com/willy-kambwala/profil/spieler/780630,Centre-Back,19,France,2,1,0,84
163,Manchester United,Premier League,England,Rhys Bennett,https://www.transfermarkt.com/rhys-bennett/profil/spieler/794816,Centre-Back,20,England,1,0,0,0
164,Manchester United,Premier League,England,Bruno Fernandes,https://www.transfermarkt.com/bruno-fernandes/profil/spieler/240306,Attacking Midfield,29,Portugal,25,24,5,2095
165,Manchester United,Premier League,England,Mason Mount,https://www.transfermarkt.com/mason-mount/profil/spieler/346483,Attacking Midfield,24,England,13,12,0,626
166,Manchester United,Premier League,England,Casemiro,https://www.transfermarkt.com/casemiro/profil/spieler/16306,Defensive Midfield,31,Brazil,12,12,4,951
167,Manchester United,Premier League,England,Sofyan Amrabat,https://www.transfermarkt.com/sofyan-amrabat/profil/spieler/287579,Defensive Midfield,27,Morocco,20,17,0,1042
168,Manchester United,Premier League,England,Scott McTominay,https://www.transfermarkt.com/scott-mctominay/profil/spieler/315969,Defensive Midfield,27,Scotland,24,20,6,1439
169,Manchester United,Premier League,England,Christian Eriksen,https://www.transfermarkt.com/christian-eriksen/profil/spieler/69633,Central Midfield,31,Denmark,18,16,1,812
170,Manchester United,Premier League,England,Hannibal,https://www.transfermarkt.com/hannibal/profil/spieler/607224,Attacking Midfield,20,Tunisia,20,8,1,327
171,Manchester United,Premier League,England,Donny van de Beek,https://www.transfermarkt.com/donny-van-de-beek/profil/spieler/288255,Central Midfield,26,Netherlands,11,2,0,21
172,Manchester United,Premier League,England,Kobbie Mainoo,https://www.transfermarkt.com/kobbie-mainoo/profil/spieler/820374,Central Midfield,18,England,11,6,0,366
173,Manchester United,Premier League,England,Daniel Gore,https://www.transfermarkt.com/daniel-gore/profil/spieler/747153,Central Midfield,19,England,9,1,0,29
174,Manchester United,Premier League,England,Marcus Rashford,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923,Left Winger,26,England,23,22,2,1472
175,Manchester United,Premier League,England,Rasmus Højlund,https://www.transfermarkt.com/rasmus-hojlund/profil/spieler/610442,Centre-Forward,20,Denmark,22,22,5,1475
176,Manchester United,Premier League,England,Antony,https://www.transfermarkt.com/antony/profil/spieler/602105,Right Winger,23,Brazil,20,19,0,1168
177,Manchester United,Premier League,England,Alejandro Garnacho,https://www.transfermarkt.com/alejandro-garnacho/profil/spieler/811779,Left Winger,19,Argentina,26,24,3,1344
178,Manchester United,Premier League,England,Jadon Sancho,https://www.transfermarkt.com/jadon-sancho/profil/spieler/401173,Left Winger,23,England,3,3,0,76
179,Manchester United,Premier League,England,Amad Diallo,https://www.transfermarkt.com/amad-diallo/profil/spieler/536835,Right Winger,21,Cote d'Ivoire,0,0,0,0
180,Manchester United,Premier League,England,Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,Centre-Forward,28,France,23,19,2,629
